Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"OCCP - 4 Digit Level, AGE5P Age in Five Year Groups, SEXP Sex and QALLP Non-School Qualification: Level of Education"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","OCCP - 4 Digit Level","AGE5P Age in Five Year Groups","SEXP Sex","QALLP Non-School Qualification: Level of Education","Count",
"Persons Place of Usual Residence","Managers, nfd","25-34","Male","No qualification",924
"Persons Place of Usual Residence","Managers, nfd","25-34","Male"," Cert III/IV",640
"Persons Place of Usual Residence","Managers, nfd","25-34","Male","Dip/Ad-dip",417
"Persons Place of Usual Residence","Managers, nfd","25-34","Male","Bachelor",961
"Persons Place of Usual Residence","Managers, nfd","25-34","Male","Postgrad",366
"Persons Place of Usual Residence","Managers, nfd","25-34","Female","No qualification",501
"Persons Place of Usual Residence","Managers, nfd","25-34","Female"," Cert III/IV",171
"Persons Place of Usual Residence","Managers, nfd","25-34","Female","Dip/Ad-dip",269
"Persons Place of Usual Residence","Managers, nfd","25-34","Female","Bachelor",592
"Persons Place of Usual Residence","Managers, nfd","25-34","Female","Postgrad",294
"Persons Place of Usual Residence","Managers, nfd","35-44","Male","No qualification",1591
"Persons Place of Usual Residence","Managers, nfd","35-44","Male"," Cert III/IV",1284
"Persons Place of Usual Residence","Managers, nfd","35-44","Male","Dip/Ad-dip",828
"Persons Place of Usual Residence","Managers, nfd","35-44","Male","Bachelor",1625
"Persons Place of Usual Residence","Managers, nfd","35-44","Male","Postgrad",923
"Persons Place of Usual Residence","Managers, nfd","35-44","Female","No qualification",782
"Persons Place of Usual Residence","Managers, nfd","35-44","Female"," Cert III/IV",207
"Persons Place of Usual Residence","Managers, nfd","35-44","Female","Dip/Ad-dip",478
"Persons Place of Usual Residence","Managers, nfd","35-44","Female","Bachelor",1092
"Persons Place of Usual Residence","Managers, nfd","35-44","Female","Postgrad",597
"Persons Place of Usual Residence","Managers, nfd","45-54","Male","No qualification",2104
"Persons Place of Usual Residence","Managers, nfd","45-54","Male"," Cert III/IV",1640
"Persons Place of Usual Residence","Managers, nfd","45-54","Male","Dip/Ad-dip",985
"Persons Place of Usual Residence","Managers, nfd","45-54","Male","Bachelor",1520
"Persons Place of Usual Residence","Managers, nfd","45-54","Male","Postgrad",1096
"Persons Place of Usual Residence","Managers, nfd","45-54","Female","No qualification",1122
"Persons Place of Usual Residence","Managers, nfd","45-54","Female"," Cert III/IV",238
"Persons Place of Usual Residence","Managers, nfd","45-54","Female","Dip/Ad-dip",564
"Persons Place of Usual Residence","Managers, nfd","45-54","Female","Bachelor",811
"Persons Place of Usual Residence","Managers, nfd","45-54","Female","Postgrad",620
"Persons Place of Usual Residence","Managers, nfd","55-64","Male","No qualification",1378
"Persons Place of Usual Residence","Managers, nfd","55-64","Male"," Cert III/IV",1081
"Persons Place of Usual Residence","Managers, nfd","55-64","Male","Dip/Ad-dip",624
"Persons Place of Usual Residence","Managers, nfd","55-64","Male","Bachelor",928
"Persons Place of Usual Residence","Managers, nfd","55-64","Male","Postgrad",623
"Persons Place of Usual Residence","Managers, nfd","55-64","Female","No qualification",756
"Persons Place of Usual Residence","Managers, nfd","55-64","Female"," Cert III/IV",104
"Persons Place of Usual Residence","Managers, nfd","55-64","Female","Dip/Ad-dip",270
"Persons Place of Usual Residence","Managers, nfd","55-64","Female","Bachelor",429
"Persons Place of Usual Residence","Managers, nfd","55-64","Female","Postgrad",319
"Persons Place of Usual Residence","Managers, nfd","Over 65","Male","No qualification",744
"Persons Place of Usual Residence","Managers, nfd","Over 65","Male"," Cert III/IV",402
"Persons Place of Usual Residence","Managers, nfd","Over 65","Male","Dip/Ad-dip",202
"Persons Place of Usual Residence","Managers, nfd","Over 65","Male","Bachelor",325
"Persons Place of Usual Residence","Managers, nfd","Over 65","Male","Postgrad",186
"Persons Place of Usual Residence","Managers, nfd","Over 65","Female","No qualification",383
"Persons Place of Usual Residence","Managers, nfd","Over 65","Female"," Cert III/IV",39
"Persons Place of Usual Residence","Managers, nfd","Over 65","Female","Dip/Ad-dip",80
"Persons Place of Usual Residence","Managers, nfd","Over 65","Female","Bachelor",93
"Persons Place of Usual Residence","Managers, nfd","Over 65","Female","Postgrad",60
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Male","No qualification",5
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Male"," Cert III/IV",0
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Male","Dip/Ad-dip",3
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Male","Bachelor",17
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Male","Postgrad",0
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Female","No qualification",0
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Female"," Cert III/IV",4
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Female","Dip/Ad-dip",4
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Female","Bachelor",5
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","25-34","Female","Postgrad",7
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Male","No qualification",13
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Male"," Cert III/IV",18
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Male","Dip/Ad-dip",15
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Male","Bachelor",24
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Male","Postgrad",12
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Female","No qualification",9
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Female","Dip/Ad-dip",13
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Female","Bachelor",21
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","35-44","Female","Postgrad",10
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Male","No qualification",15
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Male"," Cert III/IV",10
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Male","Dip/Ad-dip",17
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Male","Bachelor",37
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Male","Postgrad",36
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Female","No qualification",9
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Female","Dip/Ad-dip",6
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Female","Bachelor",17
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","45-54","Female","Postgrad",13
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Male","No qualification",19
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Male"," Cert III/IV",13
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Male","Dip/Ad-dip",7
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Male","Bachelor",30
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Male","Postgrad",22
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Female","No qualification",14
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Female","Dip/Ad-dip",10
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Female","Bachelor",15
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","55-64","Female","Postgrad",7
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","No qualification",15
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Male"," Cert III/IV",11
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","Dip/Ad-dip",5
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","Bachelor",17
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","Postgrad",17
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","No qualification",10
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","Dip/Ad-dip",0
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","Bachelor",5
"Persons Place of Usual Residence","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","Postgrad",7
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Male","No qualification",693
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Male"," Cert III/IV",591
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Male","Dip/Ad-dip",363
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Male","Bachelor",1186
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Male","Postgrad",499
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Female","No qualification",179
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Female"," Cert III/IV",97
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Female","Dip/Ad-dip",162
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Female","Bachelor",487
"Persons Place of Usual Residence","Chief Executives and Managing Directors","25-34","Female","Postgrad",228
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Male","No qualification",1910
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Male"," Cert III/IV",1488
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Male","Dip/Ad-dip",1103
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Male","Bachelor",3433
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Male","Postgrad",1977
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Female","No qualification",488
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Female"," Cert III/IV",169
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Female","Dip/Ad-dip",410
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Female","Bachelor",1177
"Persons Place of Usual Residence","Chief Executives and Managing Directors","35-44","Female","Postgrad",755
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Male","No qualification",3091
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Male"," Cert III/IV",2404
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Male","Dip/Ad-dip",1684
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Male","Bachelor",4487
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Male","Postgrad",3463
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Female","No qualification",837
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Female"," Cert III/IV",195
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Female","Dip/Ad-dip",601
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Female","Bachelor",1301
"Persons Place of Usual Residence","Chief Executives and Managing Directors","45-54","Female","Postgrad",1229
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Male","No qualification",2551
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Male"," Cert III/IV",1775
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Male","Dip/Ad-dip",1329
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Male","Bachelor",3145
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Male","Postgrad",2409
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Female","No qualification",656
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Female"," Cert III/IV",97
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Female","Dip/Ad-dip",408
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Female","Bachelor",794
"Persons Place of Usual Residence","Chief Executives and Managing Directors","55-64","Female","Postgrad",858
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Male","No qualification",1517
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Male"," Cert III/IV",789
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Male","Dip/Ad-dip",668
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Male","Bachelor",1157
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Male","Postgrad",701
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Female","No qualification",239
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Female"," Cert III/IV",42
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Female","Dip/Ad-dip",107
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Female","Bachelor",177
"Persons Place of Usual Residence","Chief Executives and Managing Directors","Over 65","Female","Postgrad",167
"Persons Place of Usual Residence","General Managers","25-34","Male","No qualification",978
"Persons Place of Usual Residence","General Managers","25-34","Male"," Cert III/IV",661
"Persons Place of Usual Residence","General Managers","25-34","Male","Dip/Ad-dip",562
"Persons Place of Usual Residence","General Managers","25-34","Male","Bachelor",1283
"Persons Place of Usual Residence","General Managers","25-34","Male","Postgrad",515
"Persons Place of Usual Residence","General Managers","25-34","Female","No qualification",436
"Persons Place of Usual Residence","General Managers","25-34","Female"," Cert III/IV",252
"Persons Place of Usual Residence","General Managers","25-34","Female","Dip/Ad-dip",377
"Persons Place of Usual Residence","General Managers","25-34","Female","Bachelor",857
"Persons Place of Usual Residence","General Managers","25-34","Female","Postgrad",336
"Persons Place of Usual Residence","General Managers","35-44","Male","No qualification",2220
"Persons Place of Usual Residence","General Managers","35-44","Male"," Cert III/IV",1440
"Persons Place of Usual Residence","General Managers","35-44","Male","Dip/Ad-dip",1679
"Persons Place of Usual Residence","General Managers","35-44","Male","Bachelor",3199
"Persons Place of Usual Residence","General Managers","35-44","Male","Postgrad",1999
"Persons Place of Usual Residence","General Managers","35-44","Female","No qualification",839
"Persons Place of Usual Residence","General Managers","35-44","Female"," Cert III/IV",288
"Persons Place of Usual Residence","General Managers","35-44","Female","Dip/Ad-dip",714
"Persons Place of Usual Residence","General Managers","35-44","Female","Bachelor",1674
"Persons Place of Usual Residence","General Managers","35-44","Female","Postgrad",984
"Persons Place of Usual Residence","General Managers","45-54","Male","No qualification",2472
"Persons Place of Usual Residence","General Managers","45-54","Male"," Cert III/IV",1742
"Persons Place of Usual Residence","General Managers","45-54","Male","Dip/Ad-dip",1865
"Persons Place of Usual Residence","General Managers","45-54","Male","Bachelor",3289
"Persons Place of Usual Residence","General Managers","45-54","Male","Postgrad",2727
"Persons Place of Usual Residence","General Managers","45-54","Female","No qualification",1029
"Persons Place of Usual Residence","General Managers","45-54","Female"," Cert III/IV",294
"Persons Place of Usual Residence","General Managers","45-54","Female","Dip/Ad-dip",800
"Persons Place of Usual Residence","General Managers","45-54","Female","Bachelor",1356
"Persons Place of Usual Residence","General Managers","45-54","Female","Postgrad",1138
"Persons Place of Usual Residence","General Managers","55-64","Male","No qualification",1581
"Persons Place of Usual Residence","General Managers","55-64","Male"," Cert III/IV",1018
"Persons Place of Usual Residence","General Managers","55-64","Male","Dip/Ad-dip",1037
"Persons Place of Usual Residence","General Managers","55-64","Male","Bachelor",1767
"Persons Place of Usual Residence","General Managers","55-64","Male","Postgrad",1393
"Persons Place of Usual Residence","General Managers","55-64","Female","No qualification",646
"Persons Place of Usual Residence","General Managers","55-64","Female"," Cert III/IV",126
"Persons Place of Usual Residence","General Managers","55-64","Female","Dip/Ad-dip",410
"Persons Place of Usual Residence","General Managers","55-64","Female","Bachelor",670
"Persons Place of Usual Residence","General Managers","55-64","Female","Postgrad",669
"Persons Place of Usual Residence","General Managers","Over 65","Male","No qualification",603
"Persons Place of Usual Residence","General Managers","Over 65","Male"," Cert III/IV",317
"Persons Place of Usual Residence","General Managers","Over 65","Male","Dip/Ad-dip",293
"Persons Place of Usual Residence","General Managers","Over 65","Male","Bachelor",611
"Persons Place of Usual Residence","General Managers","Over 65","Male","Postgrad",441
"Persons Place of Usual Residence","General Managers","Over 65","Female","No qualification",216
"Persons Place of Usual Residence","General Managers","Over 65","Female"," Cert III/IV",27
"Persons Place of Usual Residence","General Managers","Over 65","Female","Dip/Ad-dip",78
"Persons Place of Usual Residence","General Managers","Over 65","Female","Bachelor",124
"Persons Place of Usual Residence","General Managers","Over 65","Female","Postgrad",141
"Persons Place of Usual Residence","Legislators","25-34","Male","No qualification",11
"Persons Place of Usual Residence","Legislators","25-34","Male"," Cert III/IV",20
"Persons Place of Usual Residence","Legislators","25-34","Male","Dip/Ad-dip",8
"Persons Place of Usual Residence","Legislators","25-34","Male","Bachelor",34
"Persons Place of Usual Residence","Legislators","25-34","Male","Postgrad",16
"Persons Place of Usual Residence","Legislators","25-34","Female","No qualification",15
"Persons Place of Usual Residence","Legislators","25-34","Female"," Cert III/IV",6
"Persons Place of Usual Residence","Legislators","25-34","Female","Dip/Ad-dip",11
"Persons Place of Usual Residence","Legislators","25-34","Female","Bachelor",35
"Persons Place of Usual Residence","Legislators","25-34","Female","Postgrad",14
"Persons Place of Usual Residence","Legislators","35-44","Male","No qualification",29
"Persons Place of Usual Residence","Legislators","35-44","Male"," Cert III/IV",18
"Persons Place of Usual Residence","Legislators","35-44","Male","Dip/Ad-dip",11
"Persons Place of Usual Residence","Legislators","35-44","Male","Bachelor",78
"Persons Place of Usual Residence","Legislators","35-44","Male","Postgrad",46
"Persons Place of Usual Residence","Legislators","35-44","Female","No qualification",21
"Persons Place of Usual Residence","Legislators","35-44","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Legislators","35-44","Female","Dip/Ad-dip",18
"Persons Place of Usual Residence","Legislators","35-44","Female","Bachelor",64
"Persons Place of Usual Residence","Legislators","35-44","Female","Postgrad",43
"Persons Place of Usual Residence","Legislators","45-54","Male","No qualification",66
"Persons Place of Usual Residence","Legislators","45-54","Male"," Cert III/IV",46
"Persons Place of Usual Residence","Legislators","45-54","Male","Dip/Ad-dip",43
"Persons Place of Usual Residence","Legislators","45-54","Male","Bachelor",84
"Persons Place of Usual Residence","Legislators","45-54","Male","Postgrad",71
"Persons Place of Usual Residence","Legislators","45-54","Female","No qualification",53
"Persons Place of Usual Residence","Legislators","45-54","Female"," Cert III/IV",11
"Persons Place of Usual Residence","Legislators","45-54","Female","Dip/Ad-dip",39
"Persons Place of Usual Residence","Legislators","45-54","Female","Bachelor",106
"Persons Place of Usual Residence","Legislators","45-54","Female","Postgrad",44
"Persons Place of Usual Residence","Legislators","55-64","Male","No qualification",114
"Persons Place of Usual Residence","Legislators","55-64","Male"," Cert III/IV",41
"Persons Place of Usual Residence","Legislators","55-64","Male","Dip/Ad-dip",31
"Persons Place of Usual Residence","Legislators","55-64","Male","Bachelor",93
"Persons Place of Usual Residence","Legislators","55-64","Male","Postgrad",64
"Persons Place of Usual Residence","Legislators","55-64","Female","No qualification",40
"Persons Place of Usual Residence","Legislators","55-64","Female"," Cert III/IV",12
"Persons Place of Usual Residence","Legislators","55-64","Female","Dip/Ad-dip",30
"Persons Place of Usual Residence","Legislators","55-64","Female","Bachelor",55
"Persons Place of Usual Residence","Legislators","55-64","Female","Postgrad",58
"Persons Place of Usual Residence","Legislators","Over 65","Male","No qualification",87
"Persons Place of Usual Residence","Legislators","Over 65","Male"," Cert III/IV",28
"Persons Place of Usual Residence","Legislators","Over 65","Male","Dip/Ad-dip",36
"Persons Place of Usual Residence","Legislators","Over 65","Male","Bachelor",47
"Persons Place of Usual Residence","Legislators","Over 65","Male","Postgrad",39
"Persons Place of Usual Residence","Legislators","Over 65","Female","No qualification",44
"Persons Place of Usual Residence","Legislators","Over 65","Female"," Cert III/IV",3
"Persons Place of Usual Residence","Legislators","Over 65","Female","Dip/Ad-dip",28
"Persons Place of Usual Residence","Legislators","Over 65","Female","Bachelor",29
"Persons Place of Usual Residence","Legislators","Over 65","Female","Postgrad",20
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Male","No qualification",364
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Male"," Cert III/IV",234
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Male","Dip/Ad-dip",63
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Male","Bachelor",91
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Male","Postgrad",8
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Female","No qualification",106
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Female"," Cert III/IV",26
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Female","Dip/Ad-dip",24
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Female","Bachelor",44
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","25-34","Female","Postgrad",9
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Male","No qualification",522
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Male"," Cert III/IV",299
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Male","Dip/Ad-dip",125
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Male","Bachelor",131
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Male","Postgrad",8
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Female","No qualification",148
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Female"," Cert III/IV",42
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Female","Dip/Ad-dip",45
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Female","Bachelor",85
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","35-44","Female","Postgrad",11
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Male","No qualification",882
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Male"," Cert III/IV",367
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Male","Dip/Ad-dip",138
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Male","Bachelor",127
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Male","Postgrad",29
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Female","No qualification",277
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Female"," Cert III/IV",70
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Female","Dip/Ad-dip",74
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Female","Bachelor",74
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","45-54","Female","Postgrad",18
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Male","No qualification",994
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Male"," Cert III/IV",329
